Customer ID,DOB,Age,Gender,Relationship Status,Address,Tax Resident Country,Profession,Income,KYC,Account Number,ID,Bank,Account Type,Daily Limit,Transaction Date,Transaction Number,Source Account,Destination Account,Amount,Transaction Type,Currency,Transaction Location,Suspicious Flag,Country,City
70cd4299-8e30-4130-beca-df9a809616ec,1988-07-12,42,Female,Single,"16/018
Shah Chowk, Dindigul-484670",India,Music tutor,563441,Rejected,GB65QQGA6077590738195,70cd4299-8e30-4130-beca-df9a809616ec,"Khurana, Das and Sami",Current,240792,2024-01-25,5727d0df-a225-4a90-9d05-a6b0f0e1579b,GB71NMOZ4018698105954,GB27ESTK1274553924107,28178,Debit,INR,Mehsana,No,India,Miryalaguda
78f8f989-1aaa-41e7-955e-76eddb53e0db,1975-10-27,40,Female,Divorced,"H.No. 784
Bassi Zila
Ajmer 206345",India,Best boy,637622,Pending,GB93GFQF0315629740452,78f8f989-1aaa-41e7-955e-76eddb53e0db,"Pillay, Guha and Ramakrishnan",Fixed Deposit,448274,2024-01-27,9af0c914-600d-4f87-9dc1-d8066ddabc9e,GB95DRFW2286256653723,GB88AFIQ2355894422988,9421,Credit,INR,Mathura,Yes,India,Tiruppur
f1ec09d6-ea9b-4127-ab31-993c1359e0ef,1953-09-24,52,Female,Single,"48/763
Bhatt Marg
Nanded 053525",India,Theatre manager,938942,Rejected,GB02XYCJ8279618894963,f1ec09d6-ea9b-4127-ab31-993c1359e0ef,Yadav LLC,Savings,264129,2024-09-27,8c05a4c4-04b6-48bb-a823-9a1ae902f5d7,GB26EXED1033375153276,GB40GBOK7066922027276,72304,Credit,INR,Gandhidham,Yes,India,Shivpuri
f2ad7be7-4e8c-4beb-9ba6-8ab3464e36e6,1941-06-25,79,Female,Widowed,"11/45
Padmanabhan Circle
Delhi-999142",India,"Scientist, research (maths)",804359,Rejected,GB54ZYEN7434374210973,f2ad7be7-4e8c-4beb-9ba6-8ab3464e36e6,Chandran and Sons,Current,197193,2024-10-28,2b99c4ac-05e8-4571-bbf4-1172853a49cc,GB61IEBM0006788594458,GB15VZWU2192751467885,70613,Debit,INR,Bhiwani,No,India,Mira-Bhayandar
cd300e0d-9976-469c-b7e4-38c5aaa5917e,1940-09-12,67,Female,Married,"H.No. 45
Gill Ganj
Aurangabad-016749",India,Veterinary surgeon,210367,Rejected,GB67GDXI2727715506829,cd300e0d-9976-469c-b7e4-38c5aaa5917e,"Gola, Date and Korpal",Current,276479,2024-03-23,41934243-b8cd-4484-9b97-c78da0e40077,GB50FHXH0864453868916,GB68IHBX6661837070901,79265,Credit,INR,Tiruchirappalli,No,India,Ulhasnagar
fc1cdaaf-c77e-49bb-8c7c-3ee188f46b1f,1940-09-21,88,Female,Divorced,"25/96, Deol Marg, Rajpur Sonarpur-426309",India,Geoscientist,328006,Verified,GB47YHPP2993874993393,fc1cdaaf-c77e-49bb-8c7c-3ee188f46b1f,"Seshadri, Shankar and Samra",Current,140070,2024-03-30,b6d86921-d143-477a-bc26-2efd57665bcd,GB81QQVP1999124614798,GB69JKDW5198525566701,32271,Credit,INR,Kota,No,India,Fatehpur
d0d21057-e66e-4245-891e-ca7202786963,1968-09-21,54,Female,Married,"51
Kale Circle
Kottayam-475044",India,"Merchandiser, retail",395459,Pending,GB50WHYM8877049475829,d0d21057-e66e-4245-891e-ca7202786963,Sule-Loyal,Fixed Deposit,73682,2024-07-24,6b28c238-6dd1-4ae9-961a-ad6ce30a47db,GB15FLXN4448000412225,GB86KKUQ8659399419130,39465,Debit,INR,Gurgaon,No,India,Moradabad
289a8ea6-642e-4b99-8fd3-3636bcfff1d5,1981-07-30,52,Female,Single,"64/35, Kale Zila
Patna 167877",India,"Programme researcher, broadcasting/film/video",143302,Rejected,GB25VXOU7693866640491,289a8ea6-642e-4b99-8fd3-3636bcfff1d5,Varkey-Bahl,Current,191968,2024-05-15,44ae1d15-95f9-415f-b5c1-860020e8643e,GB38ONZS6488758993510,GB39ZYPD2087442240995,50018,Debit,INR,Motihari,Yes,India,Miryalaguda
aabaca17-fff9-4e30-9bf9-3bcbb5357b2c,1947-02-21,28,Female,Divorced,"92
Kaur Chowk, Baranagar-085131",India,"Scientist, physiological",681377,Pending,GB21NMMK3065237576393,aabaca17-fff9-4e30-9bf9-3bcbb5357b2c,Shroff PLC,Fixed Deposit,90163,2024-03-08,3779f15b-8d65-4fb6-b36a-87adc410d8bc,GB10KDPA5023613649364,GB85YTIQ3335761211080,47643,Debit,INR,Danapur,Yes,India,Panihati
64179908-9d38-4996-b340-ca80a19ba579,1940-06-19,38,Female,Single,"24/181
Bhattacharyya Street, Allahabad-786486",India,Psychiatrist,758101,Verified,GB59IBDO6054275941445,64179908-9d38-4996-b340-ca80a19ba579,Atwal-Singh,Fixed Deposit,402243,2024-03-05,6cf49ca8-0ec7-492e-b36d-1c1663cc0cc1,GB02JXHB3572954765479,GB66XWVC9006916852322,9420,Credit,INR,Ballia,No,India,Kulti
78cc5cec-da99-4d44-98db-faa7f3faf48e,1999-08-03,79,Male,Widowed,"59, Comar Ganj
Bidhannagar-214729",India,Financial trader,626953,Verified,GB78PQMD7270712218216,78cc5cec-da99-4d44-98db-faa7f3faf48e,Natarajan PLC,Fixed Deposit,408840,2024-06-16,c5901647-b60d-4931-a73e-994f5f36f05e,GB79YNNV2357239781680,GB67HLMM3647520855445,38103,Credit,INR,Bhagalpur,Yes,India,Malda
09c67817-02b4-4b61-995c-ced93b3aa572,2006-02-15,72,Male,Widowed,"H.No. 55
Pillai Circle
Bharatpur 322086",India,Special effects artist,946789,Pending,GB23NQTQ2271210210869,09c67817-02b4-4b61-995c-ced93b3aa572,"Rastogi, Shan and Thaman",Savings,341153,2024-01-15,d40370bb-a870-433e-ad97-7ed1e9c60041,GB66SEYC3364832669625,GB50GKJO7495375932500,64155,Credit,INR,Shimla,Yes,India,Sikar
5e158bb0-1820-4f39-b28a-c279d8b09e6c,1963-10-21,75,Male,Single,"06/15
Dhar Chowk
Guwahati 593092",India,"Psychologist, educational",147123,Verified,GB56OFWP1412295789979,5e158bb0-1820-4f39-b28a-c279d8b09e6c,Swaminathan-Shere,Current,328779,2024-02-10,2335ab97-a974-4b8b-90a9-ffddadc01566,GB82UKBT2652542188957,GB31XPVZ4175888899640,85882,Credit,INR,Ghaziabad,Yes,India,Morena
e2ff5ee7-9857-4c2b-b190-0919345787d6,1993-09-30,30,Male,Divorced,"H.No. 376, Thakur Street
Dhanbad 730980",India,Counsellor,133092,Rejected,GB08CBHK2570494233298,e2ff5ee7-9857-4c2b-b190-0919345787d6,Ben Group,Savings,230285,2024-10-22,50b2cab9-4078-421c-a7ac-7ee7dd07cc5b,GB48CNVR3279117546872,GB32MOEM7341582865348,19475,Debit,INR,Ahmedabad,No,India,Tirunelveli
c02ff5f2-16a5-4201-a194-402fc96f58d1,1992-02-28,22,Female,Single,"58, Ben Circle, Kishanganj 004018",India,Conference centre manager,306998,Pending,GB48PZXG6608789136453,c02ff5f2-16a5-4201-a194-402fc96f58d1,"Jaggi, Manne and Kulkarni",Savings,410215,2024-07-01,87047deb-73aa-4251-8cd1-2eeffe7f7f98,GB55QLWJ2819891654697,GB49NKAY5745965782515,97684,Debit,INR,Bathinda,No,India,Bidhannagar
358ec763-aabf-4b9f-837d-bce3a4cf75f7,1955-03-02,86,Male,Married,"60/697
Bhakta Street
Khandwa 796034",India,Artist,327931,Rejected,GB77OBBR7354941910989,358ec763-aabf-4b9f-837d-bce3a4cf75f7,Borah-Ravi,Fixed Deposit,342916,2024-08-21,02d765f1-9c2a-4dfc-b775-e69cbe0aff3c,GB32WIQG2071369576915,GB86CLHQ9066698259386,98820,Debit,INR,Vellore,No,India,Sambalpur
0d58f90a-6eb8-4594-a47b-7b4da46dfd05,1962-11-02,86,Female,Single,"H.No. 14, Chada Marg
Patna-608765",India,"Teacher, secondary school",934379,Rejected,GB54ZXBV8384277434903,0d58f90a-6eb8-4594-a47b-7b4da46dfd05,Sule LLC,Fixed Deposit,327753,2024-03-16,24ae704b-7e9d-43e3-8bcf-21897bcfa77e,GB06XVBG6157985944724,GB17AFVI9579992568486,73969,Credit,INR,Shimoga,No,India,Anantapuram
9762c946-e054-48f1-a640-8022f1709f25,1995-10-29,25,Male,Married,"H.No. 48
Jaggi Chowk, Sirsa 020560",India,Psychiatrist,412329,Pending,GB02DWMF9481597118652,9762c946-e054-48f1-a640-8022f1709f25,"Tara, Banik and Vasa",Current,231641,2024-04-23,01ef1d5f-2f0a-420f-9ac9-a5479346a9a2,GB39AAKK8382778590874,GB06TNXO0708878216461,94552,Debit,INR,Gaya,No,India,Bardhaman
450d14a0-2d11-4eea-acce-3a4386dce4ac,1991-11-10,64,Female,Divorced,"46/98
Chopra Road, Thane 248255",India,Television floor manager,281234,Verified,GB46PYXD2839318665629,450d14a0-2d11-4eea-acce-3a4386dce4ac,Sachdeva-Batra,Current,374646,2024-08-17,5fe9dbe2-0d59-4e4b-9e85-0bbc305f7d94,GB42JXXK7908126835649,GB25XKZM0684793730503,54501,Debit,INR,Akola,Yes,India,Faridabad
a4161925-64b5-491e-8e32-bb53e0cf7efa,1994-06-24,88,Male,Single,"499
Naidu Path, Jalna 994293",India,"Engineer, land",440131,Pending,GB11QWZQ9946673018856,a4161925-64b5-491e-8e32-bb53e0cf7efa,Ratta-Sahni,Current,490199,2024-04-22,30693957-871c-4e3b-93a7-40e0f5ccb675,GB30WAJE2069793305484,GB47CWUA9850833843810,51737,Debit,INR,Hosur,Yes,India,Berhampur
aaee8a16-01f5-4716-8b50-082126b631e0,1988-07-02,21,Male,Divorced,"H.No. 833, Ganesh Road
Srinagar 936943",India,"Sales professional, IT",323941,Verified,GB42XXJH7974814289429,aaee8a16-01f5-4716-8b50-082126b631e0,Sharaf Ltd,Savings,194522,2024-07-09,791cf9ec-1d92-4616-a52c-76d50307c03c,GB89QPVA2650600195229,GB75NBCQ0021076409920,99099,Debit,INR,Dibrugarh,No,India,Jorhat
6297dba2-47a9-4776-a912-a927c52727bf,1982-08-17,25,Male,Single,"868, Korpal Street
Thiruvananthapuram 985906",India,Production manager,159036,Verified,GB48GWEO8539944896578,6297dba2-47a9-4776-a912-a927c52727bf,"Patla, Cheema and Borah",Fixed Deposit,344904,2024-10-11,7f1f999b-49a8-4d39-90d9-05ed2bb10b5d,GB53SZOI0771297269471,GB03XHFN7100555039739,74881,Debit,INR,Gopalpur,No,India,Giridih
090d126a-af7e-41c1-bde6-0d956338d2c6,1987-02-21,79,Female,Married,"H.No. 470, Sridhar Marg, Thane 604346",India,"Research officer, trade union",998576,Rejected,GB26IHEP8381403337220,090d126a-af7e-41c1-bde6-0d956338d2c6,"Subramaniam, Mammen and Pall",Fixed Deposit,161400,2024-10-05,332a8f85-3379-4c1e-9066-0b486bd59947,GB80VDDZ5590730838269,GB29FBUY8349158916593,79892,Credit,INR,Patiala,No,India,Surendranagar Dudhrej
e5a0d780-46b6-470d-b5b8-ddd6409c5cc8,1979-01-06,40,Male,Divorced,"16/86
Karan Street
Sambhal 725909",India,Banker,961275,Verified,GB79UOJM8829959988834,e5a0d780-46b6-470d-b5b8-ddd6409c5cc8,"Chaudhary, Pant and Chaudhry",Savings,226329,2024-06-03,652c941b-7954-406b-b2fa-2d9120fdb1b4,GB37MMSH1560813534885,GB07DOJU1501960647627,77126,Credit,INR,Jamnagar,Yes,India,Sikar
ef6a91a9-6ef7-471a-9a77-e0252a7ba805,1985-07-27,27,Male,Single,"H.No. 54
Shere Circle, Chennai 819102",India,"Development worker, international aid",417032,Verified,GB25GICJ5371131524601,ef6a91a9-6ef7-471a-9a77-e0252a7ba805,"Buch, Divan and Parmer",Current,78006,2024-05-22,cb132fa0-a78b-4f47-8400-fc000a1ef423,GB53DXLJ0531665216930,GB45SCIA1552429657764,5861,Debit,INR,Etawah,No,India,Durg
8c803657-1af6-480f-ad75-02527454ae53,2002-01-22,32,Male,Single,"85/486
Raja Circle, Munger-771397",India,Advertising copywriter,904458,Verified,GB88UNLW4523452049068,8c803657-1af6-480f-ad75-02527454ae53,Pant-Bhatia,Current,200255,2024-04-18,2644cbf4-1c26-4c56-85f4-8fdd49a815dc,GB58PBYG1780939559724,GB93YTLS2055482233209,29182,Debit,INR,Latur,No,India,Kumbakonam
b683f371-ae12-4959-bf4e-c039f19159a2,1987-12-02,31,Male,Divorced,"19/99
Bhandari Road, Madanapalle 260398",India,"Scientist, marine",875372,Verified,GB13TPYD8407443896976,b683f371-ae12-4959-bf4e-c039f19159a2,"Gaba, Yogi and Kala",Current,99650,2024-10-08,560b8db6-46e1-44de-82e6-81f21e3b0d08,GB83MWJQ6720928573070,GB43LXKZ8920716387628,65059,Debit,INR,Tiruchirappalli,Yes,India,Amroha
ef523332-c690-43d7-b4ac-bc7e707bd474,1981-08-16,71,Male,Single,"22/618
Acharya Ganj, Siwan 754087",India,"Designer, multimedia",282027,Pending,GB22PUDD8496643199347,ef523332-c690-43d7-b4ac-bc7e707bd474,Dutta and Sons,Current,469538,2024-01-24,46bcc5bc-ad3a-42f3-a119-c8697d4f8855,GB91PGUG9406322182053,GB09IDUM0651576915155,85895,Credit,INR,Ratlam,No,India,Nizamabad
179e7b9e-998a-4858-9f61-d0960b874ce2,1981-06-20,70,Female,Divorced,"42/93
Samra Circle, Gulbarga 634522",India,"Conservator, museum/gallery",163367,Pending,GB04DQCQ5396387640534,179e7b9e-998a-4858-9f61-d0960b874ce2,"Kapadia, Bose and Tripathi",Fixed Deposit,478041,2024-05-01,a9769bbb-405a-481e-8ca5-0e90a0fcf11f,GB14DGQL1226198672020,GB02ZNHP1450131354279,6141,Credit,INR,Warangal,Yes,India,Singrauli
a0fc99c7-93e4-454f-9a4a-9ab90f8eeff9,1945-10-27,80,Female,Divorced,"43, Boase Chowk, Ambattur-084233",India,Furniture conservator/restorer,359776,Rejected,GB84NCXF2429583487494,a0fc99c7-93e4-454f-9a4a-9ab90f8eeff9,Trivedi-Ramaswamy,Fixed Deposit,94933,2024-04-13,c38a9c2b-3ba3-4423-a23b-1009b4320d05,GB47YVYE1897895912239,GB61YCYH5281954550217,1418,Credit,INR,Rohtak,Yes,India,Vijayawada
68bae67b-0b53-42da-a8fc-cf42fba49a1e,1975-11-09,79,Male,Single,"H.No. 735, Salvi Ganj
Kanpur-282109",India,Immunologist,296875,Rejected,GB60SZIW4556594489656,68bae67b-0b53-42da-a8fc-cf42fba49a1e,Dutta Inc,Fixed Deposit,72358,2024-01-25,c46dd84e-3c7a-43c2-af0c-eb414f1d483e,GB75IXCA6193294954543,GB25BIRB1491384912575,35835,Debit,INR,Sambhal,No,India,Bareilly
2deef58e-762c-48ee-8151-d3886b6edb09,1941-12-30,63,Female,Married,"H.No. 273
Kohli Road
Malda 316858",India,Primary school teacher,294973,Rejected,GB49MPYD4962769653247,2deef58e-762c-48ee-8151-d3886b6edb09,"Chowdhury, Som and De",Fixed Deposit,377587,2024-07-15,0425444f-9e27-45e8-a46a-5e4f7fd27490,GB51VSKZ8052292018542,GB03JAUB2574001740635,34539,Debit,INR,Madhyamgram,No,India,Nanded
f3d9870a-70f0-4974-a3fe-a8ce3b9ce055,1947-04-09,26,Male,Divorced,"653
Iyer Chowk, Panvel-317732",India,Surgeon,414738,Verified,GB14QVQS2929344058320,f3d9870a-70f0-4974-a3fe-a8ce3b9ce055,Datta PLC,Savings,81086,2024-04-01,83466169-6cc3-4f13-9bec-4c4f8f37cc09,GB76ZLVM5375420579203,GB72ZQPD8267511198472,13763,Credit,INR,Pudukkottai,Yes,India,Kadapa
f752169b-2012-495d-9da4-a848a9af86b2,1978-05-07,33,Male,Single,"H.No. 512
Gulati Path
Vijayanagaram 110226",India,Horticultural consultant,860651,Rejected,GB41PWFX6243620652607,f752169b-2012-495d-9da4-a848a9af86b2,Chadha and Sons,Fixed Deposit,238455,2024-07-09,e848ac8f-076a-45f7-ad38-bd2fee41cb08,GB94TFFO6119449452649,GB16BJLU5391568532131,63477,Debit,INR,Ajmer,Yes,India,Muzaffarpur
248c63ec-a5f4-4427-b99e-4981509f186a,1976-08-14,84,Male,Single,"H.No. 687
Master Marg, Jhansi-867228",India,Television floor manager,716872,Pending,GB26XVBV2907151352179,248c63ec-a5f4-4427-b99e-4981509f186a,Bawa-Yohannan,Current,239715,2024-10-30,9134d3eb-615d-4384-a0c8-a438df8a3c3f,GB06CYVQ6415126742416,GB16WBPN3648206424596,69017,Debit,INR,Sri Ganganagar,No,India,Chapra
2dffee4a-5be5-431d-954b-0447f58c7dd0,1958-05-12,36,Male,Divorced,"409, Madan Street, Haridwar-829651",India,"Engineer, technical sales",380567,Rejected,GB30DTIQ3300364249265,2dffee4a-5be5-431d-954b-0447f58c7dd0,Palla Group,Fixed Deposit,190231,2024-06-06,39e9de55-6064-42eb-8b84-c9ddae8f103b,GB03MHTE7488353435795,GB34STMB4578164879552,76620,Credit,INR,Barasat,No,India,Bhopal
b604acba-44be-4bae-9786-3b9ad3179fc8,1962-10-08,48,Male,Single,"684, Ramachandran Chowk, Bongaigaon-634046",India,Osteopath,448060,Pending,GB51DQMR5859757329087,b604acba-44be-4bae-9786-3b9ad3179fc8,Mallick-Mital,Fixed Deposit,85350,2024-02-01,42d19381-42c8-463d-9536-ed53fb96f056,GB27LRBX4008563722581,GB64JDFZ7067650516394,36346,Credit,INR,Amroha,Yes,India,Unnao
244b18dd-9afa-4f19-88f8-8411039be5ba,1988-03-03,57,Male,Widowed,"006
Ghosh Marg
Tinsukia-097905",India,Bonds trader,756001,Verified,GB45KRGB9954183390504,244b18dd-9afa-4f19-88f8-8411039be5ba,Maharaj LLC,Current,98041,2024-07-09,d7762169-d26a-4356-97f0-52ab96b2d71d,GB16DNOQ3273483678927,GB35UVDS6689861341423,83274,Credit,INR,Nizamabad,Yes,India,Kadapa
7fa4e762-84ed-4864-a408-7ad99abfbb27,1972-07-24,21,Male,Single,"32/346
Kurian Chowk
Bhatpara-960592",India,Computer games developer,172838,Rejected,GB23MYAD5967293270743,7fa4e762-84ed-4864-a408-7ad99abfbb27,Chaudhari-Bains,Current,397305,2024-01-06,a332b358-1597-45ac-814e-2227394c75e5,GB55BTAU3404162872934,GB78WKFB2568532892066,29082,Credit,INR,Ujjain,Yes,India,Sikar
9cae757e-74a4-4b75-8ec7-742d311ee14b,1957-07-02,24,Female,Single,"81/179
Ganesh Chowk, Kakinada 345430",India,"Pharmacist, community",601483,Pending,GB19FSGA4931516794355,9cae757e-74a4-4b75-8ec7-742d311ee14b,Sen Group,Current,466100,2024-04-09,a8bb07ef-cb3b-4338-aa0b-2d10120abead,GB88ZWQH7552562138625,GB66NBPP9295981027857,23981,Debit,INR,Medininagar,No,India,Srikakulam
af87f12a-3754-4f42-8cc9-60b3fd5d03c8,1957-08-04,51,Male,Single,"H.No. 730, Kannan Nagar, Dharmavaram 790377",India,Barrister's clerk,148516,Pending,GB43UNED9871225973979,af87f12a-3754-4f42-8cc9-60b3fd5d03c8,Chad and Sons,Fixed Deposit,187753,2024-04-02,dede5c44-a137-4b53-98df-e89a9dc000e8,GB83RWCF3393406906317,GB52LCVX8976740533754,85056,Debit,INR,Farrukhabad,No,India,Bhind
fec1d473-d5d8-4d4a-ab59-369fc2e0c556,1994-03-12,31,Female,Single,"720, Ramesh Circle
Udaipur 983939",India,Hydrographic surveyor,650219,Rejected,GB04VAIJ5311657108785,fec1d473-d5d8-4d4a-ab59-369fc2e0c556,Doshi-Grewal,Savings,422976,2024-09-06,68db0068-35a2-4deb-9167-a647feec8166,GB64PTDE2020258834362,GB06REEB7475127781273,56737,Credit,INR,Jamshedpur,Yes,India,Gwalior
fa42835b-72b3-4e66-8120-2771dbc2270b,1961-01-07,69,Male,Married,"60
Naik Street, Sonipat-579235",India,Microbiologist,639944,Rejected,GB82UJOI0187516344382,fa42835b-72b3-4e66-8120-2771dbc2270b,"Oza, Bhatt and Srivastava",Current,219835,2024-09-16,308f08c4-9cd5-415a-b073-77724cc1643c,GB28VFOB5663915738494,GB35OBYF5457452490690,3134,Debit,INR,Ahmedabad,No,India,Srikakulam
addfd147-20da-431f-8e64-0111317978c9,1983-11-28,53,Male,Married,"77/389
Nath Zila, Ahmedabad 327271",India,Accommodation manager,349107,Verified,GB58NMKA3580249201658,addfd147-20da-431f-8e64-0111317978c9,Krishna and Sons,Fixed Deposit,439972,2024-07-26,ea88186d-819d-4904-9527-0ae6b9e04139,GB64IHYU9895154136093,GB09IUNS5011680792301,17228,Credit,INR,Udupi,Yes,India,Davanagere
fea03909-fcbd-4ccf-a556-cd2bffcadf3a,2004-08-29,22,Male,Divorced,"H.No. 756
Sachar Path, Mirzapur-237146",India,Catering manager,753877,Rejected,GB59UAKN9501793248165,fea03909-fcbd-4ccf-a556-cd2bffcadf3a,Keer-Keer,Savings,491406,2024-08-03,20f29349-1069-4f98-b86e-84bef8d7f117,GB41DRAY3240489586869,GB18OFTH1590067174684,55230,Credit,INR,Tirupati,No,India,Lucknow
f6e18dec-dbf1-4981-ae79-6b48eab38426,1993-10-21,76,Female,Widowed,"H.No. 40, Taneja Road, Latur 222187",India,Legal executive,713730,Rejected,GB40UFMB6458740984770,f6e18dec-dbf1-4981-ae79-6b48eab38426,"Borra, Vig and Khatri",Current,257495,2024-08-02,bfd7b76c-919c-489e-9785-cf262dcb3908,GB14DRWF9619926719290,GB39VUDG2852684441481,2935,Credit,INR,Dhanbad,Yes,India,Gandhinagar
8c8fbcc3-7a1a-4e94-a613-75b086e280c0,1967-05-07,40,Female,Married,"809
Sen Ganj, Patiala-918304",India,Human resources officer,906670,Verified,GB68RASE0964951022728,8c8fbcc3-7a1a-4e94-a613-75b086e280c0,Pingle-Maharaj,Savings,251492,2024-03-15,ed9296e8-3fe5-4181-b3a5-78c528cee2e9,GB27UOMH8910839986122,GB93XBHG1417901747982,3970,Credit,INR,Uluberia,No,India,Munger
7ea8e3ba-2c02-4a2a-afc3-e162fa521bbf,1974-02-22,63,Female,Single,"H.No. 52, Sheth Path, Secunderabad 646378",India,Solicitor,951943,Rejected,GB75ZMCD5130935869769,7ea8e3ba-2c02-4a2a-afc3-e162fa521bbf,"Patel, Sridhar and Krishnamurthy",Current,254893,2024-09-14,45b98c3a-e12a-4ba9-b175-76f80ed939a6,GB77PFTJ3299622173525,GB26GTOA9161408012322,4923,Debit,INR,Dhanbad,Yes,India,Purnia
2c44e2c6-38c3-43b5-9ffd-1355a413521a,1968-06-17,38,Female,Married,"66
Bains Street
Faridabad 411817",India,Computer games developer,268335,Rejected,GB08NTCO8992570231994,2c44e2c6-38c3-43b5-9ffd-1355a413521a,Gulati LLC,Fixed Deposit,71097,2024-09-08,c432a0c9-2ccd-4e24-8afd-3dbc431d83cd,GB72IPGH2129758139946,GB62AQBT4852939449230,16095,Debit,INR,Munger,Yes,India,Tirupati
c79774a2-84db-4875-9997-437e1b3f613d,1960-03-18,82,Male,Single,"H.No. 50
Goswami Circle
Tinsukia 215453",India,Sales promotion account executive,611948,Pending,GB73AODI7318684215181,c79774a2-84db-4875-9997-437e1b3f613d,Dube Ltd,Fixed Deposit,228995,2024-06-05,69e57340-fdc6-4cf4-ab98-e44ecd4ece8a,GB14JVHA6423185012802,GB03HZHM5506599583468,27365,Credit,INR,Gaya,Yes,India,Bikaner
89b5df65-55c2-4fc4-bb25-1513f0d24fce,1984-09-19,76,Female,Single,"185, Gokhale Road
Bhubaneswar 081492",India,Warehouse manager,606058,Pending,GB39ZQVO6009083358836,89b5df65-55c2-4fc4-bb25-1513f0d24fce,"Hayer, Ramaswamy and Prabhakar",Current,492413,2024-01-14,1c58654b-a1fa-42fa-ac4a-580ca6128ff4,GB23HSTK0703187572214,GB10RHHW6899241665902,28563,Debit,INR,Saharanpur,No,India,Phagwara
0da5d0c5-1277-4380-ac19-ade816ebd796,1937-07-05,44,Female,Married,"290, Kunda
Deoghar 356242",India,Cabin crew,684821,Pending,GB61NHAI7228718109855,0da5d0c5-1277-4380-ac19-ade816ebd796,"Misra, Chatterjee and Dave",Savings,418974,2024-01-02,e34f8718-64c7-4a4d-9b1e-bc45863a4481,GB25PUFO3623934953801,GB82MLZL6329373914062,58345,Debit,INR,Raebareli,Yes,India,Ujjain
f51c7410-b135-446a-9c25-7eba582a0e9e,1955-04-05,58,Female,Married,"H.No. 93
Goel Zila, Kozhikode-619498",India,Records manager,954958,Rejected,GB66JMMC5564581042786,f51c7410-b135-446a-9c25-7eba582a0e9e,"Batra, Kakar and Sem",Current,392292,2024-02-24,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,GB05JBZK2949113074333,GB72ZGGU6048744320246,96232,Debit,INR,Ramagundam,Yes,India,Sonipat
d01da85f-3550-4340-8798-8cbbfdf6d7a9,1936-07-16,59,Female,Single,"507
Babu Street
Amaravati 525998",India,Building surveyor,697476,Rejected,GB78JUKD8916881722851,d01da85f-3550-4340-8798-8cbbfdf6d7a9,Peri PLC,Current,167326,2024-08-12,6901d7db-2cc1-473f-812b-26828ea9cd5d,GB38NJVO5145324140469,GB49XGRZ3855198539893,37901,Debit,INR,Tenali,No,India,Maheshtala
3f971597-069e-49af-8124-9fca2f4fc116,2004-04-05,60,Female,Single,"404, Kant Circle
Raurkela Industrial Township-851950",India,Management consultant,353716,Verified,GB40URYU6901399774710,3f971597-069e-49af-8124-9fca2f4fc116,"Guha, Chahal and Bera",Savings,282977,2024-05-01,50b87efb-20b3-4b44-880e-a282527e1290,GB61EXBB7293094772349,GB51DQOK3035870112443,52752,Credit,INR,Hosur,No,India,Rajpur Sonarpur
d3365f8d-7b5d-454b-8ff7-b97f94b8e3da,1950-04-14,26,Male,Married,"32/23, Pillay Nagar, Avadi 711365",India,Civil Service administrator,998159,Pending,GB03WFIU3369646371957,d3365f8d-7b5d-454b-8ff7-b97f94b8e3da,Patla Ltd,Savings,52743,2024-05-22,8db9f0de-9678-4fa5-8163-9cd3dfa31cc8,GB45TITI1086545191503,GB35JITZ0400112160847,8272,Debit,INR,Firozabad,No,India,Raurkela Industrial Township
216f04a3-2b28-44f0-bec6-6a987cc9af05,1935-12-24,62,Male,Married,"40/949
Chandran Marg
Berhampore-300207",India,"Runner, broadcasting/film/video",741107,Pending,GB76FCWE8044152093609,216f04a3-2b28-44f0-bec6-6a987cc9af05,"Mander, Sathe and Shroff",Fixed Deposit,109357,2024-06-01,17c00835-d74b-4287-afb2-48dc6169d02f,GB66WNWK0076874959487,GB14QFMH1260662111313,83587,Debit,INR,Yamunanagar,No,India,Tadepalligudem
ddfd91ae-524c-4769-9774-a789ef957f9e,1974-07-27,28,Male,Single,"H.No. 32
Wagle Street, Gandhinagar 227585",India,Geophysical data processor,830893,Rejected,GB80QAZY3980266176000,ddfd91ae-524c-4769-9774-a789ef957f9e,"Parmer, Dhar and Palan",Current,283212,2024-02-17,d51295e3-ad5d-42c9-9574-de049ebd8ab2,GB47IPYD8515293260415,GB67HHRU7828080034338,17659,Debit,INR,Solapur,No,India,Bhagalpur
d8568bbd-b747-4728-8448-cd29e3c35bbf,1960-08-31,45,Male,Single,"26/544
Pant, Gaya-915614",India,Contracting civil engineer,246374,Verified,GB27FGST0410927446512,d8568bbd-b747-4728-8448-cd29e3c35bbf,Bhakta and Sons,Fixed Deposit,471243,2024-02-29,f5ec28c6-0bd1-405a-a472-3401a6312947,GB92GTSL9853110218116,GB86PGRW8128459932607,31558,Credit,INR,Karawal Nagar,No,India,Loni
